成交日期,销售工号,产品,成交客户数, 成交金额 ,产品类型,期数,区域,省份,小组,业务组,职务类别,客单价,成交年份,成交月份,,,,
2020/5/24,1000000045,借呗6期,2," 12,500.99 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 6,250.50 ",2020,5,,,,
2020/5/24,1000000035,借呗18期,1," 12,000.62 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 12,000.62 ",2020,5,,,,
2020/5/24,1000004170,借呗12期,1," 11,000.50 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 11,000.50 ",2020,5,,,,
2020/5/24,1000000030,借呗18期,1," 10,999.97 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 10,999.97 ",2020,5,,,,
2020/5/24,1000000036,借呗6期,1," 10,000.74 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 10,000.74 ",2020,5,,,,
2020/5/24,1000006860,借呗12期,1," 10,000.65 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 10,000.65 ",2020,5,,,,
2020/5/24,1000000036,借呗12期,1," 8,400.46 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 8,400.46 ",2020,5,,,,
2020/5/24,1000000044,借呗6期,1," 8,000.61 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 8,000.61 ",2020,5,,,,
2020/5/24,1000000056,借呗6期,1," 8,000.24 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 8,000.24 ",2020,5,,,,
2020/5/24,1000004256,借呗12期,1," 6,500.72 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 6,500.72 ",2020,5,,,,
2020/5/24,1000000566,借呗18期,1," 5,500.13 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 5,500.13 ",2020,5,,,,
2020/5/24,1000000039,借呗6期,1," 5,000.70 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 5,000.70 ",2020,5,,,,
2020/5/24,1000003489,借呗12期,1," 5,000.01 ",借呗,12期,华南,广州,一组,广州一组,普通员工," 5,000.01 ",2020,5,,,,
2020/5/24,1000000040,借呗18期,1," 4,000.74 ",借呗,18期,华西北,北京,四组,北京四组,管理人员," 4,000.74 ",2020,5,,,,
2020/5/24,1000000049,借呗12期,1," 3,163.73 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 3,163.73 ",2020,5,,,,
2020/5/24,1000000029,借呗18期,1," 1,884.70 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 1,884.70 ",2020,5,,,,
2020/5/24,1000000040,借呗6期,1," 1,537.45 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 1,537.45 ",2020,5,,,,
2020/5/24,1000000035,借呗6期,1," 1,132.98 ",借呗,6期,华东,苏州,三组,苏州三组,普通员工," 1,132.98 ",2020,5,,,,
2020/5/24,1000000056,借呗18期,1," 1,000.59 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 1,000.59 ",2020,5,,,,
2020/5/25,1000000576,借呗12期,4," 77,001.53 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 19,250.38 ",2020,5,,,,
2020/5/25,1000000054,借呗12期,3," 45,001.40 ",借呗,12期,华东,上海,一组,上海一组,普通员工," 15,000.47 ",2020,5,,,,
2020/5/25,1000000067,借呗12期,3," 45,000.99 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 15,000.33 ",2020,5,,,,
2020/5/25,1000000046,借呗12期,1," 25,000.58 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 25,000.58 ",2020,5,,,,
2020/5/25,1000000594,借呗12期,2," 25,000.36 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 12,500.18 ",2020,5,,,,
2020/5/25,1000004256,借呗18期,2," 23,500.43 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 11,750.22 ",2020,5,,,,
2020/5/25,1000006867,借呗12期,2," 22,000.50 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 11,000.25 ",2020,5,,,,
2020/5/25,1000006859,借呗18期,1," 22,000.34 ",借呗,18期,华东,南京,一组,南京一组,普通员工," 22,000.34 ",2020,5,,,,
2020/5/25,1000000045,借呗6期,1," 22,000.12 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 22,000.12 ",2020,5,,,,
2020/5/25,1000003803,借呗12期,2," 20,000.44 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 10,000.22 ",2020,5,,,,
2020/5/25,1000000029,借呗12期,2," 19,800.33 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 9,900.17 ",2020,5,,,,
2020/5/25,1000007197,借呗18期,1," 18,000.06 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 18,000.06 ",2020,5,,,,
2020/5/25,1000000067,借呗6期,1," 18,000.03 ",借呗,6期,华东,苏州,二组,苏州二组,普通员工," 18,000.03 ",2020,5,,,,
2020/5/25,1000000928,借呗12期,1," 17,000.42 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 17,000.42 ",2020,5,,,,
2020/5/25,1000000050,借呗18期,1," 17,000.20 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 17,000.20 ",2020,5,,,,
2020/5/25,1000000041,借呗12期,1," 16,999.95 ",借呗,12期,华西北,北京,四组,北京四组,普通员工," 16,999.95 ",2020,5,,,,
2020/5/25,1000000068,借呗12期,1," 16,000.10 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 16,000.10 ",2020,5,,,,
2020/5/25,1000000028,借呗6期,1," 16,000.09 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 16,000.09 ",2020,5,,,,
2020/5/25,1000003926,借呗6期,1," 15,000.75 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 15,000.75 ",2020,5,,,,
2020/5/25,1000000036,借呗6期,1," 15,000.25 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 15,000.25 ",2020,5,,,,
2020/5/25,1000000031,借呗6期,1," 13,000.54 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 13,000.54 ",2020,5,,,,
2020/5/25,1000007320,借呗6期,1," 12,000.33 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 12,000.33 ",2020,5,,,,
2020/5/25,1000000050,借呗12期,1," 12,000.25 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 12,000.25 ",2020,5,,,,
2020/5/25,1000000068,借呗6期,2," 11,700.74 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 5,850.37 ",2020,5,,,,
2020/5/25,1000006064,借呗6期,2," 11,000.70 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 5,500.35 ",2020,5,,,,
2020/5/25,1000000566,借呗18期,1," 11,000.65 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 11,000.65 ",2020,5,,,,
2020/5/25,1000000067,借呗18期,2," 10,813.68 ",借呗,18期,华东,苏州,二组,苏州二组,普通员工," 5,406.84 ",2020,5,,,,
2020/5/25,1000003803,借呗6期,1," 10,000.73 ",借呗,6期,华西北,北京,三组,北京三组,普通员工," 10,000.73 ",2020,5,,,,
2020/5/25,1000000566,借呗12期,1," 10,000.53 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 10,000.53 ",2020,5,,,,
2020/5/25,1000000056,借呗18期,1," 10,000.50 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 10,000.50 ",2020,5,,,,
2020/5/25,1000004170,借呗12期,1," 10,000.33 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 10,000.33 ",2020,5,,,,
2020/5/25,1000005873,借呗6期,1," 9,999.98 ",借呗,6期,华东,杭州,二组,杭州二组,管理人员," 9,999.98 ",2020,5,,,,
2020/5/25,1000000056,借呗6期,1," 9,999.96 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 9,999.96 ",2020,5,,,,
2020/5/25,1000000030,借呗12期,1," 9,000.27 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 9,000.27 ",2020,5,,,,
2020/5/25,1000000037,借呗12期,1," 9,000.15 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 9,000.15 ",2020,5,,,,
2020/5/25,1000004256,借呗6期,1," 9,000.11 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 9,000.11 ",2020,5,,,,
2020/5/25,1000000033,借呗12期,1," 8,000.72 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 8,000.72 ",2020,5,,,,
2020/5/25,1000003489,借呗12期,1," 8,000.60 ",借呗,12期,华南,广州,一组,广州一组,普通员工," 8,000.60 ",2020,5,,,,
2020/5/25,1000008957,借呗6期,1," 8,000.27 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 8,000.27 ",2020,5,,,,
2020/5/25,1000000032,借呗18期,1," 7,999.96 ",借呗,18期,华东,苏州,一组,苏州一组,管理人员," 7,999.96 ",2020,5,,,,
2020/5/25,1000003926,借呗18期,1," 7,000.46 ",借呗,18期,华南,广州,一组,广州一组,管理人员," 7,000.46 ",2020,5,,,,
2020/5/25,1000006860,借呗12期,1," 6,500.20 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 6,500.20 ",2020,5,,,,
2020/5/25,1000006859,借呗12期,1," 6,000.44 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 6,000.44 ",2020,5,,,,
2020/5/25,1000000576,借呗18期,1," 6,000.29 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 6,000.29 ",2020,5,,,,
2020/5/25,1000004170,借呗6期,1," 5,500.33 ",借呗,6期,华东,上海,二组,上海二组,管理人员," 5,500.33 ",2020,5,,,,
2020/5/25,1000000040,借呗18期,1," 5,000.63 ",借呗,18期,华西北,北京,四组,北京四组,管理人员," 5,000.63 ",2020,5,,,,
2020/5/25,1000003489,借呗18期,1," 5,000.52 ",借呗,18期,华南,广州,一组,广州一组,普通员工," 5,000.52 ",2020,5,,,,
2020/5/25,1000000045,借呗18期,1," 5,000.24 ",借呗,18期,华南,深圳,一组,深圳一组,普通员工," 5,000.24 ",2020,5,,,,
2020/5/25,1000000576,借呗6期,1," 5,000.20 ",借呗,6期,华东,苏州,三组,苏州三组,普通员工," 5,000.20 ",2020,5,,,,
2020/5/25,1000003989,借呗6期,1," 5,000.19 ",借呗,6期,华西北,北京,三组,北京三组,普通员工," 5,000.19 ",2020,5,,,,
2020/5/25,1000000036,借呗18期,1," 4,300.76 ",借呗,18期,华南,广州,三组,广州三组,管理人员," 4,300.76 ",2020,5,,,,
2020/5/25,1000005873,借呗12期,1," 4,300.16 ",借呗,12期,华东,杭州,二组,杭州二组,管理人员," 4,300.16 ",2020,5,,,,
2020/5/25,1000000034,借呗6期,1," 2,766.96 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 2,766.96 ",2020,5,,,,
2020/5/25,1000000051,借呗12期,1," 2,000.56 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 2,000.56 ",2020,5,,,,
2020/5/25,1000000054,借呗6期,1," 1,100.71 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 1,100.71 ",2020,5,,,,
2020/5/25,1000000031,借呗12期,1," 1,000.45 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 1,000.45 ",2020,5,,,,
2020/5/26,1000000928,借呗18期,2," 41,000.44 ",借呗,18期,华西北,西安,一组,西安一组,普通员工," 20,500.22 ",2020,5,,,,
2020/5/26,1000000056,借呗12期,2," 26,001.19 ",借呗,12期,华东,上海,一组,上海一组,管理人员," 13,000.60 ",2020,5,,,,
2020/5/26,1000000068,借呗12期,2," 25,001.07 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 12,500.54 ",2020,5,,,,
2020/5/26,1000000032,借呗6期,1," 22,000.43 ",借呗,6期,华东,苏州,一组,苏州一组,管理人员," 22,000.43 ",2020,5,,,,
2020/5/26,1000000029,借呗12期,1," 22,000.11 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 22,000.11 ",2020,5,,,,
2020/5/26,1000000043,借呗12期,1," 20,000.76 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 20,000.76 ",2020,5,,,,
2020/5/26,1000008239,借呗12期,1," 20,000.08 ",借呗,12期,华东,南京,一组,南京一组,管理人员," 20,000.08 ",2020,5,,,,
2020/5/26,1000000044,借呗12期,2," 19,000.80 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 9,500.40 ",2020,5,,,,
2020/5/26,1000000031,借呗6期,2," 18,000.85 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 9,000.43 ",2020,5,,,,
2020/5/26,1000000036,借呗12期,1," 18,000.18 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 18,000.18 ",2020,5,,,,
2020/5/26,1000000036,借呗18期,1," 17,700.33 ",借呗,18期,华南,广州,三组,广州三组,管理人员," 17,700.33 ",2020,5,,,,
2020/5/26,1000000036,借呗6期,1," 17,000.35 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 17,000.35 ",2020,5,,,,
2020/5/26,1000004170,借呗12期,1," 17,000.33 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 17,000.33 ",2020,5,,,,
2020/5/26,1000000928,借呗6期,2," 17,000.19 ",借呗,6期,华西北,西安,一组,西安一组,普通员工," 8,500.10 ",2020,5,,,,
2020/5/26,1000004170,借呗6期,2," 16,500.50 ",借呗,6期,华东,上海,二组,上海二组,管理人员," 8,250.25 ",2020,5,,,,
2020/5/26,1000000045,借呗6期,2," 16,500.38 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 8,250.19 ",2020,5,,,,
2020/5/26,1000000046,借呗18期,1," 16,000.76 ",借呗,18期,华西北,成都,一组,成都一组,普通员工," 16,000.76 ",2020,5,,,,
2020/5/26,1000000040,借呗12期,1," 16,000.15 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 16,000.15 ",2020,5,,,,
2020/5/26,1000007320,借呗12期,1," 15,000.49 ",借呗,12期,华东,上海,一组,上海一组,普通员工," 15,000.49 ",2020,5,,,,
2020/5/26,1000003803,借呗12期,1," 15,000.39 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 15,000.39 ",2020,5,,,,
2020/5/26,1000006860,借呗18期,1," 13,000.70 ",借呗,18期,华东,南京,一组,南京一组,普通员工," 13,000.70 ",2020,5,,,,
2020/5/26,1000005873,借呗18期,1," 12,000.74 ",借呗,18期,华东,杭州,二组,杭州二组,管理人员," 12,000.74 ",2020,5,,,,
2020/5/26,1000000056,借呗6期,1," 10,000.33 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 10,000.33 ",2020,5,,,,
2020/5/26,1000005873,借呗12期,1," 9,000.16 ",借呗,12期,华东,杭州,二组,杭州二组,管理人员," 9,000.16 ",2020,5,,,,
2020/5/26,1000000067,借呗12期,1," 8,000.51 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 8,000.51 ",2020,5,,,,
2020/5/26,1000007320,借呗6期,1," 8,000.37 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 8,000.37 ",2020,5,,,,
2020/5/26,1000000030,借呗6期,1," 7,999.95 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 7,999.95 ",2020,5,,,,
2020/5/26,1000000039,借呗12期,1," 7,000.53 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 7,000.53 ",2020,5,,,,
2020/5/26,1000000032,借呗12期,1," 7,000.48 ",借呗,12期,华东,苏州,一组,苏州一组,管理人员," 7,000.48 ",2020,5,,,,
2020/5/26,1000004256,借呗18期,1," 6,500.01 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 6,500.01 ",2020,5,,,,
2020/5/26,1000000028,借呗6期,2," 6,073.30 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 3,036.65 ",2020,5,,,,
2020/5/26,1000000046,借呗6期,1," 5,000.42 ",借呗,6期,华西北,成都,一组,成都一组,普通员工," 5,000.42 ",2020,5,,,,
2020/5/26,1000000031,借呗12期,1," 5,000.21 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 5,000.21 ",2020,5,,,,
2020/5/26,1000000033,借呗12期,1," 5,000.13 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 5,000.13 ",2020,5,,,,
2020/5/26,1000000576,借呗6期,1," 3,363.03 ",借呗,6期,华东,苏州,三组,苏州三组,普通员工," 3,363.03 ",2020,5,,,,
2020/5/26,1000000068,借呗6期,1," 2,000.02 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 2,000.02 ",2020,5,,,,
2020/5/26,1000000028,借呗12期,1, 911.98 ,借呗,12期,华东,杭州,二组,杭州二组,普通员工, 911.98 ,2020,5,,,,
2020/5/27,1000000032,借呗6期,4," 42,001.43 ",借呗,6期,华东,苏州,一组,苏州一组,管理人员," 10,500.36 ",2020,5,,,,
2020/5/27,1000000040,借呗12期,3," 37,000.96 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 12,333.65 ",2020,5,,,,
2020/5/27,1000007320,借呗12期,2," 37,000.61 ",借呗,12期,华东,上海,一组,上海一组,普通员工," 18,500.31 ",2020,5,,,,
2020/5/27,1000003926,借呗6期,2," 35,001.01 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 17,500.51 ",2020,5,,,,
2020/5/27,1000008239,借呗12期,3," 30,001.52 ",借呗,12期,华东,南京,一组,南京一组,管理人员," 10,000.51 ",2020,5,,,,
2020/5/27,1000004256,借呗6期,2," 30,000.11 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 15,000.06 ",2020,5,,,,
2020/5/27,1000000594,借呗12期,1," 25,000.32 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 25,000.32 ",2020,5,,,,
2020/5/27,1000000037,借呗12期,2," 22,600.54 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 11,300.27 ",2020,5,,,,
2020/5/27,1000000045,借呗6期,1," 22,000.17 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 22,000.17 ",2020,5,,,,
2020/5/27,1000006860,借呗18期,1," 20,000.68 ",借呗,18期,华东,南京,一组,南京一组,普通员工," 20,000.68 ",2020,5,,,,
2020/5/27,1000003489,借呗18期,1," 20,000.54 ",借呗,18期,华南,广州,一组,广州一组,普通员工," 20,000.54 ",2020,5,,,,
2020/5/27,1000000039,借呗18期,1," 20,000.43 ",借呗,18期,华东,苏州,二组,苏州二组,管理人员," 20,000.43 ",2020,5,,,,
2020/5/27,1000000050,借呗12期,1," 20,000.06 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 20,000.06 ",2020,5,,,,
2020/5/27,1000000576,借呗12期,1," 17,000.02 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 17,000.02 ",2020,5,,,,
2020/5/27,1000000566,借呗12期,1," 15,000.15 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 15,000.15 ",2020,5,,,,
2020/5/27,1000003989,借呗12期,1," 15,000.09 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 15,000.09 ",2020,5,,,,
2020/5/27,1000000068,借呗12期,1," 14,000.56 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 14,000.56 ",2020,5,,,,
2020/5/27,1000004170,借呗6期,1," 14,000.54 ",借呗,6期,华东,上海,二组,上海二组,管理人员," 14,000.54 ",2020,5,,,,
2020/5/27,1000004256,借呗18期,1," 13,000.45 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 13,000.45 ",2020,5,,,,
2020/5/27,1000000029,借呗12期,1," 13,000.31 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 13,000.31 ",2020,5,,,,
2020/5/27,1000000054,借呗18期,1," 13,000.03 ",借呗,18期,华东,上海,一组,上海一组,普通员工," 13,000.03 ",2020,5,,,,
2020/5/27,1000000029,借呗6期,1," 12,000.52 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 12,000.52 ",2020,5,,,,
2020/5/27,1000009288,借呗12期,2," 10,500.97 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 5,250.49 ",2020,5,,,,
2020/5/27,1000000031,借呗6期,1," 10,000.48 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 10,000.48 ",2020,5,,,,
2020/5/27,1000000104,借呗18期,1," 9,000.45 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 9,000.45 ",2020,5,,,,
2020/5/27,1000000035,借呗12期,1," 9,000.34 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 9,000.34 ",2020,5,,,,
2020/5/27,1000000041,借呗6期,3," 8,001.29 ",借呗,6期,华西北,北京,四组,北京四组,普通员工," 2,667.10 ",2020,5,,,,
2020/5/27,1000004170,借呗12期,1," 8,000.39 ",借呗,12期,华东,上海,二组,上海二组,管理人员," 8,000.39 ",2020,5,,,,
2020/5/27,1000000928,借呗6期,1," 8,000.35 ",借呗,6期,华西北,西安,一组,西安一组,普通员工," 8,000.35 ",2020,5,,,,
2020/5/27,1000000034,借呗6期,1," 8,000.03 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 8,000.03 ",2020,5,,,,
2020/5/27,1000003803,借呗12期,1," 7,500.65 ",借呗,12期,华西北,北京,三组,北京三组,普通员工," 7,500.65 ",2020,5,,,,
2020/5/27,1000000033,借呗6期,1," 7,500.43 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 7,500.43 ",2020,5,,,,
2020/5/27,1000000036,借呗12期,1," 7,500.22 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 7,500.22 ",2020,5,,,,
2020/5/27,1000008239,借呗6期,1," 7,000.43 ",借呗,6期,华东,南京,一组,南京一组,管理人员," 7,000.43 ",2020,5,,,,
2020/5/27,1000000045,借呗12期,1," 6,999.97 ",借呗,12期,华南,深圳,一组,深圳一组,普通员工," 6,999.97 ",2020,5,,,,
2020/5/27,1000000044,借呗6期,1," 6,500.04 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 6,500.04 ",2020,5,,,,
2020/5/27,1000006064,借呗12期,1," 6,000.57 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 6,000.57 ",2020,5,,,,
2020/5/27,1000006860,借呗6期,1," 6,000.32 ",借呗,6期,华东,南京,一组,南京一组,普通员工," 6,000.32 ",2020,5,,,,
2020/5/27,1000000039,借呗6期,2," 5,738.76 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 2,869.38 ",2020,5,,,,
2020/5/27,1000000068,借呗6期,1," 5,500.56 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 5,500.56 ",2020,5,,,,
2020/5/27,1000006867,借呗6期,1," 5,000.73 ",借呗,6期,华东,南京,一组,南京一组,普通员工," 5,000.73 ",2020,5,,,,
2020/5/27,1000000046,借呗12期,1," 5,000.68 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 5,000.68 ",2020,5,,,,
2020/5/27,1000003989,借呗6期,1," 5,000.61 ",借呗,6期,华西北,北京,三组,北京三组,普通员工," 5,000.61 ",2020,5,,,,
2020/5/27,1000003926,借呗12期,2," 5,000.51 ",借呗,12期,华南,广州,一组,广州一组,管理人员," 2,500.26 ",2020,5,,,,
2020/5/27,1000003489,借呗6期,1," 5,000.37 ",借呗,6期,华南,广州,一组,广州一组,普通员工," 5,000.37 ",2020,5,,,,
2020/5/27,1000005873,借呗12期,1," 1,700.32 ",借呗,12期,华东,杭州,二组,杭州二组,管理人员," 1,700.32 ",2020,5,,,,
2020/5/27,1000000043,借呗6期,1," 1,672.45 ",借呗,6期,华西北,成都,一组,成都一组,普通员工," 1,672.45 ",2020,5,,,,
2020/5/27,1000000046,借呗18期,1," 1,500.55 ",借呗,18期,华西北,成都,一组,成都一组,普通员工," 1,500.55 ",2020,5,,,,
2020/5/27,1000000029,借呗18期,1," 1,452.41 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 1,452.41 ",2020,5,,,,
2020/5/27,1000000035,借呗6期,1, 752.17 ,借呗,6期,华东,苏州,三组,苏州三组,普通员工, 752.17 ,2020,5,,,,
2020/5/27,1000000031,借呗12期,1, 500.41 ,借呗,12期,华东,杭州,一组,杭州一组,管理人员, 500.41 ,2020,5,,,,
2020/5/27,1000000067,借呗18期,1, 500.28 ,借呗,18期,华东,苏州,二组,苏州二组,普通员工, 500.28 ,2020,5,,,,
2020/5/28,1000000032,借呗6期,5," 71,502.35 ",借呗,6期,华东,苏州,一组,苏州一组,管理人员," 14,300.47 ",2020,5,,,,
2020/5/28,1000000928,借呗12期,4," 68,001.70 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 17,000.43 ",2020,5,,,,
2020/5/28,1000009288,借呗12期,2," 39,000.06 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 19,500.03 ",2020,5,,,,
2020/5/28,1000006867,借呗18期,3," 35,000.95 ",借呗,18期,华东,南京,一组,南京一组,普通员工," 11,666.98 ",2020,5,,,,
2020/5/28,1000000041,借呗12期,3," 32,001.86 ",借呗,12期,华西北,北京,四组,北京四组,普通员工," 10,667.29 ",2020,5,,,,
2020/5/28,1000008239,借呗12期,3," 32,000.40 ",借呗,12期,华东,南京,一组,南京一组,管理人员," 10,666.80 ",2020,5,,,,
2020/5/28,1000000031,借呗12期,2," 31,000.69 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 15,500.35 ",2020,5,,,,
2020/5/28,1000000032,借呗12期,3," 31,000.62 ",借呗,12期,华东,苏州,一组,苏州一组,管理人员," 10,333.54 ",2020,5,,,,
2020/5/28,1000000029,借呗12期,2," 31,000.52 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 15,500.26 ",2020,5,,,,
2020/5/28,1000000037,借呗18期,2," 30,400.98 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 15,200.49 ",2020,5,,,,
2020/5/28,1000000046,借呗12期,2," 29,000.29 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 14,500.15 ",2020,5,,,,
2020/5/28,1000005873,借呗6期,2," 26,000.86 ",借呗,6期,华东,杭州,二组,杭州二组,管理人员," 13,000.43 ",2020,5,,,,
2020/5/28,1000000040,借呗6期,1," 20,000.55 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 20,000.55 ",2020,5,,,,
2020/5/28,1000006860,借呗18期,1," 20,000.41 ",借呗,18期,华东,南京,一组,南京一组,普通员工," 20,000.41 ",2020,5,,,,
2020/5/28,1000006859,借呗12期,2," 20,000.25 ",借呗,12期,华东,南京,一组,南京一组,普通员工," 10,000.13 ",2020,5,,,,
2020/5/28,1000000030,借呗12期,1," 20,000.11 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 20,000.11 ",2020,5,,,,
2020/5/28,1000000566,借呗12期,1," 20,000.10 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 20,000.10 ",2020,5,,,,
2020/5/28,1000000040,借呗12期,2," 19,000.77 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 9,500.39 ",2020,5,,,,
2020/5/28,1000000045,借呗6期,2," 18,000.34 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 9,000.17 ",2020,5,,,,
2020/5/28,1000003926,借呗6期,2," 17,000.93 ",借呗,6期,华南,广州,一组,广州一组,管理人员," 8,500.47 ",2020,5,,,,
2020/5/28,1000006869,借呗6期,1," 17,000.39 ",借呗,6期,华东,南京,一组,南京一组,普通员工," 17,000.39 ",2020,5,,,,
2020/5/28,1000000039,借呗6期,3," 17,000.35 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 5,666.78 ",2020,5,,,,
2020/5/28,1000000566,借呗6期,1," 17,000.08 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 17,000.08 ",2020,5,,,,
2020/5/28,1000005873,借呗12期,1," 17,000.01 ",借呗,12期,华东,杭州,二组,杭州二组,管理人员," 17,000.01 ",2020,5,,,,
